Title,Link,Journal Title,Publication Year,Authors,DOI,Keywords,Citations (in PMC),Citations (Crossref),Citations (OpenAlex),Citations (Semantic Scholar),Influential Citations,Altmetric Score,Mendeley Readers,Social Media Mentions,OpenAlex Concepts,TLDR Summary,Journal Title,Publication Year,Authors,DOI,Keywords,FieldsOfStudy,Citations (in PMC),Citations (Crossref),Citations (OpenAlex),Citations (Semantic Scholar),Influential Citations,Altmetric Score,Mendeley Readers,Social Media Mentions,OpenAlex Concepts,TLDR Summary,Full Text Link
Modeled microgravity alters lipopolysaccharide and outer membrane vesicle production of the beneficial symbiont Vibrio fischeri,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7940393/,npj Microgravity,2021.0,"Madeline M. Vroom, Yaneli Rodriguez-Ocasio, Jonathan B. Lynch, Edward G. Ruby, Jamie S. Foster",10.1038/s41526-021-00138-8,,,19.0,21.0,2.0,0.0,3.0,29.0,5.0,"Lipopolysaccharide, Bacterial outer membrane, Biology, Motility, Microbiology","Evidence is provided that exposure to modeled microgravity increases the amount of LPS released by the bacterial symbiont in vitro, and the physiology of symbiotic microbes can be altered under microgravity-like conditions, which may have important implications for host health during spaceflight.",npj Microgravity,2021.0,"Madeline M. Vroom, Yaneli Rodriguez-Ocasio, Jonathan B. Lynch, Edward G. Ruby, Jamie S. Foster",10.1038/s41526-021-00138-8,,,,20.0,21.0,2.0,0.0,3.0,29,5.0,"Lipopolysaccharide, Bacterial outer membrane, Biology, Motility, Microbiology","Evidence is provided that exposure to modeled microgravity increases the amount of LPS released by the bacterial symbiont in vitro, and the physiology of symbiotic microbes can be altered under microgravity-like conditions, which may have important implications for host health during spaceflight.",https://www.nature.com/articles/s41526-021-00138-8.pdf
Emergence of novel cephalopod gene regulation and expression through large-scale genome reorganization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9023564/,Nature Communications,2022.0,"Hannah Schmidbaur, Akane Kawaguchi, Tereza Clarence, Xiao Fu, Oi Pui Hoang, Bob Zimmermann, Elena A. Ritschard, Anton Weissenbacher, Jamie S. Foster, Spencer V. Nyholm, Paul A. Bates, Caroline B. Albertin, Elly Tanaka, Oleg Simakov",10.1038/s41467-022-29694-7,,,40.0,38.0,35.0,2.0,281.4,79.0,129.0,"Cephalopod, Biology, octopus (software), Cuttlefish, Evolutionary biology","A set of cephalopod-restricted rearranged genomic loci, involving known neuronal regulators but also unexpected gene families, that confer topological organization and gene regulation are revealed.",Nature Communications,2022.0,"Hannah Schmidbaur, Akane Kawaguchi, Tereza Clarence, Xiao Fu, Oi Pui Hoang, Bob Zimmermann, Elena A. Ritschard, Anton Weissenbacher, Jamie S. Foster, Spencer V. Nyholm, Paul A. Bates, Caroline B. Albertin, Elly Tanaka, Oleg Simakov",10.1038/s41467-022-29694-7,,['Medicine'],,40.0,38.0,35.0,2.0,281.4,79,129.0,"Cephalopod, Biology, octopus (software), Cuttlefish, Evolutionary biology","A set of cephalopod-restricted rearranged genomic loci, involving known neuronal regulators but also unexpected gene families, that confer topological organization and gene regulation are revealed.",https://www.nature.com/articles/s41467-022-29694-7.pdf
Modeled microgravity alters apoptotic gene expression and caspase activity in the squid-vibrio symbiosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9389742/,BMC Microbiology,2022.0,"Madeline M. Vroom, Angel Troncoso-Garcia, Alexandrea A. Duscher, Jamie S. Foster",10.1186/s12866-022-02614-x,,,8.0,9.0,0.0,0.0,9.75,9.0,5.0,"Biology, Cell biology, Apoptosis, Spaceflight, Proteases","Modeled microgravity-associated increases of caspase activity can be pharmacologically inhibited suggesting that perturbations to the normal apoptosis signaling cascade can be mitigated, which may have broader implications for maintaining animal-microbial homeostasis in spaceflight.",BMC Microbiology,2022.0,"Madeline M. Vroom, Angel Troncoso-Garcia, Alexandrea A. Duscher, Jamie S. Foster",10.1186/s12866-022-02614-x,,,,8.0,9.0,0.0,0.0,9.75,10,5.0,"Biology, Cell biology, Apoptosis, Spaceflight, Proteases","Modeled microgravity-associated increases of caspase activity can be pharmacologically inhibited suggesting that perturbations to the normal apoptosis signaling cascade can be mitigated, which may have broader implications for maintaining animal-microbial homeostasis in spaceflight.",https://bmcmicrobiol.biomedcentral.com/counter/pdf/10.1186/s12866-022-02614-x
In vitro generation of mechanically functional cartilage grafts based on adult human stem cells and 3D-woven poly(epsilon-caprolactone) scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824534/,Biomaterials,2010.0,"Piia K. Valonen, Franklin T. Moutos, Akihiko Kusanagi, Matteo G. Moretti, Brian O. Diekman, Jean F. Welter, Arnold I. Caplan, Farshid Guilak, Lisa E. Freed",10.1016/j.biomaterials.2009.11.092,,,101.0,111.0,114.0,1.0,3.0,140.0,1.0,"Materials science, Caprolactone, Biomedical engineering, Cartilage, In vitro",Results show feasibility of functional cartilage tissue engineering from hMSC and 3D-woven PCL scaffolds.,Biomaterials,2010.0,"Piia K. Valonen, Franklin T. Moutos, Akihiko Kusanagi, Matteo G. Moretti, Brian O. Diekman, Jean F. Welter, Arnold I. Caplan, Farshid Guilak, Lisa E. Freed",10.1016/j.biomaterials.2009.11.092,,"['Medicine', 'Materials Science']",,101.0,111.0,114.0,1.0,3.0,141,1.0,"Materials science, Caprolactone, Biomedical engineering, Cartilage, In vitro",Results show feasibility of functional cartilage tissue engineering from hMSC and 3D-woven PCL scaffolds.,https://europepmc.org/articles/pmc2824534?pdf=render
Chondrogenesis and mineralization during in vitro culture of human mesenchymal stem cells on three-dimensional woven scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2991213/,Tissue Engineering Part A,2010.0,"Christoffer K. Abrahamsson, Fan Yang, Hyoungshin Park, Jonathan M. Brunger, Piia K. Valonen, Robert Langer, Jean F. Welter, Arnold I. Caplan, Farshid Guilak, Lisa E. Freed",10.1089/ten.tea.2010.0190,,,77.0,88.0,91.0,4.0,3.0,129.0,1.0,"Chondrogenesis, Mesenchymal stem cell, Endochondral ossification, Chemistry, RUNX2","Long-term culture of hMSC on 3D scaffolds resulted in chondrogenesis and regional mineralization at the interface between soft, newly formed engineered cartilage, and stiffer underlying scaffold, which merit consideration when developing grafts for osteochondral defect repair.",Tissue Engineering Part A,2010.0,"Christoffer K. Abrahamsson, Fan Yang, Hyoungshin Park, Jonathan M. Brunger, Piia K. Valonen, Robert Langer, Jean F. Welter, Arnold I. Caplan, Farshid Guilak, Lisa E. Freed",10.1089/ten.tea.2010.0190,,"['Chemistry', 'Medicine']",,77.0,88.0,92.0,4.0,3.0,129,1.0,"Chondrogenesis, Mesenchymal stem cell, Endochondral ossification, Chemistry, RUNX2","Long-term culture of hMSC on 3D scaffolds resulted in chondrogenesis and regional mineralization at the interface between soft, newly formed engineered cartilage, and stiffer underlying scaffold, which merit consideration when developing grafts for osteochondral defect repair.",https://dspace.mit.edu/bitstream/1721.1/61679/1/Abrahamsson-2010-Chondrogenesis%20and%20m.pdf
Microbiome metadata standards: Report of the National Microbiome Data Collaborative's workshop and follow-on activities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8269219/,mSystems,2021.0,"Pajau Vangay, Josephine Burgin, Anjanette Johnston, Kristen L. Beck, Daniel C. Berrios, Kai Blumberg, Shane Canon, Patrick Chain, John-Marc Chandonia, Danielle Christianson, Sylvain V. Costes, Joan Damerow, William D. Duncan, Jose Pablo Dundore-Arias, Kjiersten Fagnan, Jonathan M. Galazka, Sean M. Gibbons, David Hays, Judson Hervey, Bin Hu, Bonnie L. Hurwitz, Pankaj Jaiswal, Marcin P. Joachimiak, Linda Kinkel, Joshua Ladau, Stanton L. Martin, Lee Ann McCue, Kayd Miller, Nigel Mouncey, Chris Mungall, Evangelos Pafilis, T. B. K. Reddy, Lorna Richardson, Simon Roux, Lynn M. Schriml, Justin P. Shaffer, Jagadish Chandrabose Sundaramurthi, Luke R. Thompson, Ruth E. Timme, Jie Zheng, Elisha M. Wood-Charlson, Emiley A. Eloe-Fadrosh",10.1128/mSystems.00273-21,,,5.0,5.0,3.0,0.0,1.75,5.0,3.0,"Art, Library science, Art history, Management, Computer science",,mSystems,2021.0,"Pajau Vangay, Josephine Burgin, Anjanette Johnston, Kristen L. Beck, Daniel C. Berrios, Kai Blumberg, Shane Canon, Patrick Chain, John-Marc Chandonia, Danielle Christianson, Sylvain V. Costes, Joan Damerow, William D. Duncan, Jose Pablo Dundore-Arias, Kjiersten Fagnan, Jonathan M. Galazka, Sean M. Gibbons, David Hays, Judson Hervey, Bin Hu, Bonnie L. Hurwitz, Pankaj Jaiswal, Marcin P. Joachimiak, Linda Kinkel, Joshua Ladau, Stanton L. Martin, Lee Ann McCue, Kayd Miller, Nigel Mouncey, Chris Mungall, Evangelos Pafilis, T. B. K. Reddy, Lorna Richardson, Simon Roux, Lynn M. Schriml, Justin P. Shaffer, Jagadish Chandrabose Sundaramurthi, Luke R. Thompson, Ruth E. Timme, Jie Zheng, Elisha M. Wood-Charlson, Emiley A. Eloe-Fadrosh",10.1128/mSystems.00273-21,,['Medicine'],,5.0,5.0,3.0,0.0,1.75,5,3.0,"Art, Library science, Art history, Management, Computer science",,https://doi.org/10.1128/msystems.00273-21
Spaceflight alters host-gut microbiota interactions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,npj Biofilms and Microbiomes,2024.0,"E. Gonzalez, M. D. Lee, B. T. Tierney, N. Lipieta, P. Flores, M. Mishra, L. Beckett, A. Finkelstein, A. Mo, P. Walton, F. Karouia, R. Barker, R. J. Jansen, S. J. Green, S. Weging, J. Kelliher, N. K. Singh, D. Bezdan, J. Galazska, N. J. B. Brereton",10.1038/s41522-024-00545-1,,,7.0,7.0,,,154.2,23.0,49.0,"Spaceflight, Microbiome, Biology, Dysbiosis, Gut flora",,npj Biofilms and Microbiomes,2024.0,"E. Gonzalez, M. D. Lee, B. T. Tierney, N. Lipieta, P. Flores, M. Mishra, L. Beckett, A. Finkelstein, A. Mo, P. Walton, F. Karouia, R. Barker, R. J. Jansen, S. J. Green, S. Weging, J. Kelliher, N. K. Singh, D. Bezdan, J. Galazska, N. J. B. Brereton",10.1038/s41522-024-00545-1,,,,7.0,7.0,,,154.2,25,49.0,"Spaceflight, Microbiome, Biology, Dysbiosis, Gut flora",,https://doi.org/10.1038/s41522-024-00545-1
Asparagine biosynthesis as a mechanism of increased host lethality induced by Serratia marcescens in simulated microgravity environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9111996/,Heliyon,2022.0,"Rachel Gilbert, Nicole Tanenbaum, Sharmila Bhattacharya",10.1016/j.heliyon.2022.e09379,,,6.0,5.0,5.0,0.0,0.5,12.0,2.0,"Serratia marcescens, Asparagine, Glutamine, Microbiology, Biology","LSMMG increases asparagine uptake and synthesis in S. marcescens and that the increased host lethality induced by LSMMG bacteria grown in rich media can be recapitulated in minimal media by adding only aspartate and glutamine, the substrates of as paragine biosynthesis.",Heliyon,2022.0,"Rachel Gilbert, Nicole Tanenbaum, Sharmila Bhattacharya",10.1016/j.heliyon.2022.e09379,,['Medicine'],,6.0,5.0,5.0,0.0,0.5,12,2.0,"Serratia marcescens, Asparagine, Glutamine, Microbiology, Biology","LSMMG increases asparagine uptake and synthesis in S. marcescens and that the increased host lethality induced by LSMMG bacteria grown in rich media can be recapitulated in minimal media by adding only aspartate and glutamine, the substrates of as paragine biosynthesis.",http://www.cell.com/article/S2405844022006673/pdf
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,Frontiers in Microbiology,2023.0,"Anna C. Simpson, V. V. Ramprasad Eedara, Nitin K. Singh, Namita Damle, Ceth W. Parker, Fathi Karouia, Christopher E. Mason, Kasthuri Venkateswaran",10.3389/fmicb.2023.1166013,,,8.0,8.0,7.0,0.0,4.25,6.0,10.0,"16S ribosomal RNA, Strain (injury), Biology, Phylogenetic tree, Clade","This ISS strain is a novel species within the genus Cohnella for which the name Cohnella hashimotonis is proposed, with the type strain F6_2S_P_1T (=NRRL B-65657T and DSMZ 115098T).",Frontiers in Microbiology,2023.0,"Anna C. Simpson, V. V. Ramprasad Eedara, Nitin K. Singh, Namita Damle, Ceth W. Parker, Fathi Karouia, Christopher E. Mason, Kasthuri Venkateswaran",10.3389/fmicb.2023.1166013,,['Medicine'],,8.0,8.0,7.0,0.0,4.25,6,10.0,"16S ribosomal RNA, Strain (injury), Biology, Phylogenetic tree, Clade","This ISS strain is a novel species within the genus Cohnella for which the name Cohnella hashimotonis is proposed, with the type strain F6_2S_P_1T (=NRRL B-65657T and DSMZ 115098T).",https://www.frontiersin.org/articles/10.3389/fmicb.2023.1166013/pdf
Characterization of metagenome-assembled genomes from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,Microbiome,2023.0,"Nitin K. Singh, Jason M. Wood, Jose Patane, Livia Maria Silva Moura, Jonathan Lombardino, João Carlos Setubal, Kasthuri Venkateswaran",10.1186/s40168-023-01545-7,,,18.0,15.0,14.0,0.0,6.85,43.0,16.0,"Biology, Metagenomics, Genome, Microbial ecology, Virulence","Comparative analyses of MAGs and whole-genome sequences of related ISS isolates and their type strains were characterized to understand the variation related to the microbial evolution under microgravity, which may suggest that Pantoea / Kalamiella strains are much more subjective to microgravity changes.",Microbiome,2023.0,"Nitin K. Singh, Jason M. Wood, Jose Patane, Livia Maria Silva Moura, Jonathan Lombardino, João Carlos Setubal, Kasthuri Venkateswaran",10.1186/s40168-023-01545-7,,['Medicine'],,18.0,16.0,14.0,0.0,6.85,43,16.0,"Biology, Metagenomics, Genome, Microbial ecology, Virulence","Comparative analyses of MAGs and whole-genome sequences of related ISS isolates and their type strains were characterized to understand the variation related to the microbial evolution under microgravity, which may suggest that Pantoea / Kalamiella strains are much more subjective to microgravity changes.",https://microbiomejournal.biomedcentral.com/counter/pdf/10.1186/s40168-023-01545-7
Biocontrol in built environments to reduce pathogen exposure and infection risk.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848226/,The ISME Journal,2024.0,"Neil R Gottel, Megan S Hill, Maxwell J Neal, Sarah M Allard, Karsten Zengler, Jack A Gilbert",10.1093/ismejo/wrad024,,,12.0,12.0,11.0,0.0,13.35,22.0,9.0,"Biology, Pathogen, Biological pest control, Microbiology, Ecology",,The ISME Journal,2024.0,"Neil R Gottel, Megan S Hill, Maxwell J Neal, Sarah M Allard, Karsten Zengler, Jack A Gilbert",10.1093/ismejo/wrad024,,['Medicine'],,12.0,12.0,11.0,0.0,13.35,24,9.0,"Biology, Pathogen, Biological pest control, Microbiology, Ecology",,https://academic.oup.com/ismej/advance-article-pdf/doi/10.1093/ismejo/wrad024/55147171/wrad024.pdf
Extracellular nucleotides elicit cytosolic free calcium oscillations in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329368/,Plant Signaling &amp; Behavior,2011.0,"Adeeba Dark, Vadim Demidchik, Siân L. Richards, Sergey Shabala, Julia M. Davies",10.4161/psb.6.11.17014,,,43.0,46.0,45.0,2.0,,,,"Extracellular, Biology, Aequorin, Cytosol, Cell biology","It is shown that exogenous abscisic acid and L-glutamate can also cause ATP accumulation around Arabidopsis thaliana roots, confirming that ADP could elicit calcium-based responses distinct to those of ATP, which have been shown previously to involve production of extracellular reactive oxygen species.",Plant Signaling &amp; Behavior,2011.0,"Adeeba Dark, Vadim Demidchik, Siân L. Richards, Sergey Shabala, Julia M. Davies",10.4161/psb.6.11.17014,,"['Medicine', 'Biology']",,43.0,46.0,45.0,2.0,,,,"Extracellular, Biology, Aequorin, Cytosol, Cell biology","It is shown that exogenous abscisic acid and L-glutamate can also cause ATP accumulation around Arabidopsis thaliana roots, confirming that ADP could elicit calcium-based responses distinct to those of ATP, which have been shown previously to involve production of extracellular reactive oxygen species.",https://doi.org/10.4161/psb.6.11.17014
